doc_number,corp_name,status,filing_type,address_1,address_2,city,state,zip_code,file_date,fei_number,registered_agent,ra_city,ra_state,officer_1_title,officer_1_name,officer_2_title,officer_2_name,officer_3_title,officer_3_name,source_file
F26000001982,"BFREE FOODS USA, INC.",A,FORP,7901 4TH ST N STE 300,,ST.PETERSBURG,,33702,04022026,364848941,NORTHWEST REGISTERED AGENT LLC,ST.PETERSBURG,FL,DP,MURPHY              ALEX,DS,MCNAMEE             RONAN,DT,O'SULLIVAN          CONOR,20260403_corporate.txt
L26000175442,JAHDAX MUSIC LLC,A,FLAL,6619 NW 128TH WAY,,PARKLAND,,33076,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,PINE                GARY,,,,,20260403_corporate.txt
P26000017412,VIA SERVICE NETWORKS INC.,A,DOMP,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03272026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175452,NOLA GIRL SWEET TREATS LLC,A,FLAL,110 COLINA CIRCLE,,PANAMA CITY BEACH,,32413,03262026,,GRAHAM              LESLIE,PANAMA CITY BEACH,FL,,,,,,,20260403_corporate.txt
P26000017422,GK PAINT INC,A,DOMP,3351 NW 5TH TERRACE,101,POMPANO BEACH,,33064,03272026,,PIMENTEL            GEIZIEL       F,POMPANO BEACH,FL,P,PIMENTEL            GEIZIEL       F,,,,,20260403_corporate.txt
P26000017432,GALLO THE PRODUCER INC,A,DOMP,8507 FOREST CITY RD,,ORLANDO,,32810,03272026,,ROSARIO ORTIZ       JONATHANN     R,ORLANDO,FL,P,ROSARIO ORTIZ       JONATHANN     R,,,,,20260403_corporate.txt
L26000175462,MAS PROFIX SOLUTIONS LLC,A,FLAL,10828 NW 2ND AVE,,MIAMI SHORES,,33168,03262026,,SCHELOTTO           NATALIA,MIAMI SHORES,FL,MGR,SCHELOTTO           NATALIA,,,,,20260403_corporate.txt
P26000017442,GQOHGZO INC,A,DOMP,1114 S MISSOURI AVE APT 208,,CLEARWATER,,33756,03272026,,FORD                RYLAN,CLEARWATER,FL,PDST,FORD                RYLAN,,,,,20260403_corporate.txt
L26000175472,PRE MARGATE LLC,A,FLAL,7280 W PALMETTO PARK ROAD,SUITE 105,BOCA RATON,,33433,03262026,,"FIRM COUNSEL, CHARTERED",DAVIE,FL,MGR,SHELDON             WENDY,,,,,20260403_corporate.txt
P26000017452,MEDHARBOR OPERATIONS INC,A,DOMP,4955 NW 199TH ST LOT 427,,MIAMI GARDENS,,33055,03262026,,ALVAREZ             JOSE          A,MIAMI GARDENS,FL,P,ALVAREZ             JOSE          A,,,,,20260403_corporate.txt
L26000175482,K&C MILLWORK AND FLOORING LLC,A,FLAL,5101 BISCAYNE RD,,KISSIMMEE,,34746,04032026,,MARTINEZ MENDOZA    KADEL         A,KISSIMMEE,FL,MGR,MARTINEZ MENDOZA    KADEL         A,,,,,20260403_corporate.txt
L26000175492,2H CONSULTING LLC,A,FLAL,13481 NW 5TH CT,,PLANTATION,,33325,03262026,,HERNANDEZ           PAOLA,PLANTATION,FL,AMBR,HERNANDEZ           PAOLA         S,,,,,20260403_corporate.txt
P26000017462,7TH DIMENSION HOLDINGS INC,A,DOMP,3657 MAQUIRE BLVD STE 100,,ORLANDO,,32803,04032026,,WALKER              RASHARD,ORLANDO,FL,PRES,WALKER              RASHARD,,,,,20260403_corporate.txt
L26000175502,JU'S ERRAND AND COURIER SERVICE LLC,A,FLAL,1012 WOODLAND DR,,TALLAHASSEE,,32305--693,03262026,,HARRIS              JULINE,TALLAHASSEE,FL,AR,HARRIS              JULINE,,,,,20260403_corporate.txt
L26000175512,WESTON PODIATRY LLC,A,FLAL,2701 EXECUTIVE PARK DRIVE,SUITE #3,WESTON,,33331,03262026,,HERNANDEZ           JORGE         A,MIRAMAR,FL,AMBR,HERNANDEZ           JORGE         A,,,,,20260403_corporate.txt
P26000017472,DYNAMIC BUILDERS SERVICES INC.,A,DOMP,7667 SW 2ND ST,,MIAMI,,33144,03272026,,FONG                YADEL          SR,MIAMI,FL,P,FONG                YADEL          SR,,,,,20260403_corporate.txt
L26000175522,VB TRACK RACE LLC,A,FLAL,100 E 32ND STREET,,HIALEAH,,33013,03262026,,ACOSTA MARTINEZ     ELIZABETH,HIALEAH,FL,MGR,ACOSTA MARTINEZ     ELIZABETH,,,,,20260403_corporate.txt
L26000175532,"7213 CLEOPATRA DRIVE, LLC",A,FLAL,7124 MELOGOLD CIRCLE,,LAND O LAKES,,34637,03262026,,TUCKNOTT            BONNIE        J,LAND O LAKES,FL,AMBR,TUCKNOTT            BONNIE        J,AMBR,TUCKNOTT            ARTHUR        J,,,20260403_corporate.txt
N26000004542,NEIGHBORS NOT NUMBERS COALITION INC.,A,DOMNP,2001 OLD SAINT AUGUSTINE RD,APT C304,TALLAHASSEE,,32301,03232026,,"GIANCARLO & WALD, PLLC",FORT LAUDERDALE,FL,P,BAUMEL              ADAM,VP,EATON               JACOB,S,PUSINS              RILEY,20260403_corporate.txt
P26000017482,PARAMOUNT MEDICAL SERVICES GROUP INC,A,DOMP,3730 W 10TH CT,,HIALEAH,,33012,03272026,,SANCHEZ             DANIEL,HIALEAH,FL,P,SANCHEZ             DANIEL,,,,,20260403_corporate.txt
L26000175542,GTO HAULING & TRANSPORT LLC,A,FLAL,606 27TH AVENUE WEST,,BRADENTON,,34205,03262026,,RODRIGUEZ GUTIERREZ MARTIN,BRADENTON,FL,MGR,RODRIGUEZ GUTIERREZ MARTIN,,,,,20260403_corporate.txt
P26000017492,KD BROTHERS INC,A,DOMP,4109 W MAIN ST,,MIMS,,32754,03302026,,PATEL               GAURANGKUMAR  B,MELBOURNE,FL,P,PATEL               GAURANGKUMAR  B,,,,,20260403_corporate.txt
L26000175552,LITTLE RHODY PROVISIONS PRIVATE CHEF LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175562,EVOCARTS LLC,A,FLAL,1102 WEST 11TH STREET,,LEHIGH ACRES,,33972,03262026,,ZALAZAR             ROBER         D,LEHIGH ACRES,FL,MGR,ZALAZAR             ROBER         D,MGR,LEZCANO MARTINEZ    YARISEL,,,20260403_corporate.txt
L26000175572,DELPO HOOKAHS LLC,A,FLAL,16363 BRISTOL LAKE CIRCLE,,ORLANDO,,32828,04022026,,BUSINESS FILINGS INCORPORATED,PLANTATION,FL,MGR,MILTHA DE LEON,,,,,20260403_corporate.txt
M26000005212,SLAYBACK PHARMA LIMITED LIABILITY COMPANY,A,FORL,"8 CABOT RD., STE. 2000",,WOBURN,,01801,04022026,275210842,C T CORPORATION SYSTEM,PLANTATION,FL,MBR,"AZURITY PHARMACEUTICALS, INC.",AP,SCARBORO            RONALD,PCEO,SCARBORO            RONALD,20260403_corporate.txt
L26000175582,FASHYJ LLC,A,FLAL,5908 PARK HAMILTON BLVD,APT 122,ORLANDO,,32808,03262026,,DORSETTE            RAJIVA         MS,ORLANDO,FL,,,,,,,20260403_corporate.txt
L26000175592,"GOINES LEGAL SOLUTIONS, PLLC",A,FLAL,1511 TIGER TOOTH PL,,RUSKIN,,33570,03212026,,GOINES              TIFFANY,RUSKIN,FL,MGR,GOINES              TIFFANY,,,,,20260403_corporate.txt
N26000004552,YOUR NEIGHBOR FOUNDATION CORPORATION,A,DOMNP,13501 SW 128TH STREET,SUITE 114,MIAMI,,33186,03272026,,FERNANDEZ           YANET,MIAMI,FL,P,LARA GONZALEZ       REYNALDO,VP,FERNANDEZ           YANET,T,LARA                TENAY,20260403_corporate.txt
L26000175602,MG BOX GROUP LLC,A,FLAL,5161 NW 79TH AVE,UNIT 1014,DORAL,,33166,03262026,,MARTINEZ GONZALEZ   JOSE,MIRAMAR,FL,MGR,MARTINEZ GONZALEZ   JOSE,,,,,20260403_corporate.txt
L26000175612,"ASCERA DIGITAL, LLC",A,FLAL,2190 RESERVE PARK TRCE,UNIT 11,PORT ST. LUCIE,,34986,03262026,,GONZALEZ            IVAN          J,PORT ST. LUCIE,FL,MGR,GONZALEZ            IVAN          J,,,,,20260403_corporate.txt
L26000175622,MODERN AND PRECISSION PLUMBING LLC,A,FLAL,245 STATE RD 7,,FORT LAUDERDALE,,33317,03262026,,WILLIAM             DUPUIS,OAKLAND PARK,FL,MGR,CUNNIGHAM           ROGER         A,,,,,20260403_corporate.txt
L26000175632,FOCUSED FLUENCY LLC,A,FLAL,18 ROYAL PALM WAY,UNIT 201,BOCA RATON,,33432,03262026,,SIROP               JENNIFER,BOCA RATON,FL,MBR,SIROP               JENNIFER,,,,,20260403_corporate.txt
M26000005222,ESSI MSO LLC,A,FORL,"8 THE GREEN, #11962",,DOVER,,19901,04032026,,COGENCY GLOBAL INC.,TALLAHASSEE,FL,MGR,VIDALI              GIORGIO,,,,,20260403_corporate.txt
L26000175642,CARIBBEAN AGGREGATES LLC,A,FLAL,5890 SW 132 TERRACE,,PINECREST,,33156,03262026,,ALEXIS FROMETA PA,MIAMI,FL,MGR,ALVAREZ             GUILLERMO,,,,,20260403_corporate.txt
N26000004562,W&W FOUNDATION INC,A,DOMNP,5645 CORAL RIDGE DR,STE #9,CORAL SPRINGS,,33076,03272026,,WILSON              JOSEPH,CORAL SPRINGS,FL,P,WILSON              JOSEPH,VP,WYMAN               MAX,S,WILSON              DENISSE,20260403_corporate.txt
L26000175652,ECOTURISMO 4ICE LLC,A,FLAL,406 TANIS AVE,,ST CLOUD,,34771,03262026,,DONADO              MICHAEL       A,ST CLOUD,FL,AMBR,DONADO              MICHAEL       A,AMBR,NARVAEZ PADILLA     MARIELVY      D,,,20260403_corporate.txt
L26000175662,STREET KINGS AUTO LLC,A,FLAL,502 21ST   AVE N,,LAKE WORTH BEACH,,33460,03262026,,AGUILERA RAMOS      MYTE,LAKE WORTH BEACH,FL,AMBR,AGUILERA  RAMOS     MAYTE,AMBR,ALFONSO AGUILERA    ERIKA,,,20260403_corporate.txt
L26000175672,"HJ PRIME LOGISTICS, LLC",A,FLAL,2911 AVENUE S,,FORT PIERCE,,34947,04022026,,CAPITAL PRO SERVICES LLC,PORT ST LUCIE,FL,AMBR,HECTOR J VELAZQUEZ JIMENEZ,,,,,20260403_corporate.txt
L26000175682,MEEESTERWEEEZARD LLC,A,FLAL,"625 E MAIN STREET, 102 B311",,ASPEN,,81611,07132023,,"NOVELA LAW FIRM, P.A.",MIAMI,FL,AMBR,BOVINO              DAVID ANDREW,,,,,20260403_corporate.txt
L26000175692,"CNV PROPERTIES, LLC",A,FLAL,8244 29TH AVE N,,ST PETERSBURG,,33710,04012026,,ALBERGA             CHRISTOPHER,ST PETERSBURG,FL,MGR,ALBERGA             CHRISTOPHER,MGR,ALBERGA             SOUKSAVANE,,,20260403_corporate.txt
L26000175702,PTF COMMERCE LLC,A,FLAL,7362 FUTURES DR SUITE 12B OFFICE 102,,ORLANDO,,32819,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175712,PRO MILE FREIGHT LLC,A,FLAL,5157 POST OAK BLVD,APT 112,WESLEY CHAPEL,,33544,03262026,,HERNANDEZ           YADERS,WESLEY CHAPEL,FL,MBR,HERNANDEZ           YADERS,,,,,20260403_corporate.txt
L26000175722,NAYDO HOLDINGS LLC,A,FLAL,3503 COASTAL DUSK DRIVE,,PLANT CITY,,33565,03262026,,DIEUJUSTE           SHNAY         R,PLANT CITY,FL,MGR,DIEUJUSTE           SHNAY         R,,,,,20260403_corporate.txt
L26000175732,"1UP RENOVATIONS, LLC",A,FLAL,321 MARION AVE,,INTERLACHEN,,32148,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR,STEVENS             SHAWN,MGR,WHITTAMORE          BAILEY,,,20260403_corporate.txt
P26000017502,FOCUS CAPITAL & INFRASTRUCTURE CORP,A,DOMP,11440 NW 75 TERRACE,,MEDLEY,,33178,03252026,,PEREZ PARILLI       JORGE,MEDLEY,FL,P,PEREZ PARILLI       JORGE,,,,,20260403_corporate.txt
L26000175742,"HRP ELITE CONSTRUCTION, LLC",A,FLAL,4764 BARTOW RD,,GREENWOOD,,32443,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR,PERDUE              JORDAN,MGR,PERDUE              ERIC,,,20260403_corporate.txt
L26000175752,"MEECH TRUCKING, LLC",A,FLAL,1765 BANKS RD,,LAKE WALES,,33898,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR,WILSON              WESLEY,,,,,20260403_corporate.txt
L26000175762,"LUXPAX, LLC",A,FLAL,9013 AZALEA SANDS LN,,DAVENPORT,,33896,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR,NILSSON             DEBRA,,,,,20260403_corporate.txt
L26000175772,"ELLISON LOGISTICS, LLC",A,FLAL,14405 HENSEL LN,APT 121,TAMPA,,33613,03242026,,INC AUTHORITY RA,ORLANDO,FL,MGR,BARRINER            GEORGE,MGR,KING                STEPHANIE,,,20260403_corporate.txt
F26000001992,"BUTCHER POWER PRODUCTS, INC",A,FORP,"3249 QUALITY DRIVE, STE #300",,RANCHO CORDOA,,95670,04022026,,C T CORPORATION SYSTEM,PLANTATION,FL,D,BUTCHER             THOMAS        J,CEO,MCDONALD            ALISSA,S,CORDELLE            CLAIRE,20260403_corporate.txt
P26000017512,ZLA HOLDINGS INC.,A,DOMP,2887 N HORIZON PL,,OVIEDO,,32765,03302026,,LATTANZIO           ZACHARY,OVIEDO,FL,PSTD,LATTANZIO           ZACHARY,,,,,20260403_corporate.txt
L26000175782,"DAGRIN DESIGN & CONSTRUCTION, LLC",A,FLAL,840 DARING DRIVE,,DAVENPORT,,33837,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,DAGRIN              DAVID,,,,,20260403_corporate.txt
P26000017522,N.J.H ASSOCIATES CORP,A,DOMP,3430 NW 169TH TERRACE,,MIAMI GARDENS,,33056,03272026,,HENDERSON           NATHANIEL      JR,PLANTATION,FL,PRES,HENDERSON           NATHANIEL      JR,,,,,20260403_corporate.txt
L26000175792,"YANES XPRESS LOGISTICS, LLC",A,FLAL,791 MONTROSE AVE,,ORANGE CITY,,32763,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,YANES               ZACHARY,,,,,20260403_corporate.txt
L26000175802,"CLEARVIEW BUILIDING, LLC",A,FLAL,1201 6TH AVE W STE 100,,BRADENTON,,34205,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,DUMITRASCUTA        SAMUEL,MGR,DUMITRASCUTA        NOEMI VERONICA,,,20260403_corporate.txt
L26000175812,"BRITO HOME SOLUTIONS, LLC",A,FLAL,1240 N PINE ISLAND RD,APT 711,PLANTATION,,33324,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,BRITO               LAZARO,,,,,20260403_corporate.txt
P26000017532,AYDA'S SUNSHINE CLEANING INC,A,DOMP,361 N UNIVERSITY DR,APT 228,PLANTATION,,33324,03272026,,VALENCIA FRANCO     AYDALY,PLANTATION,FL,PRES,VALENCIA FRANCO     AYDALY,,,,,20260403_corporate.txt
L26000175822,"WHOLESALE TIRE BROKER PLUS, LLC",A,FLAL,1018 WINTON AVE,,PENSACOLA,,32507,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,CARTER III          RICHARD G,,,,,20260403_corporate.txt
P26000017542,PUREWAY TRADE INC,A,DOMP,360 CENTRAL AVE #1500,,PETERSBURG,,33701,03302026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,DPST,YU                  KE,,,,,20260403_corporate.txt
L26000175832,"VIBE OLFATIVO, LLC",A,FLAL,16420 WINDSOR CAY BLVD,,CLERMONT,,34714,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,BOHORQUEZ           LUISA,MGR,VELASQUEZ           JUAN DAVID,,,20260403_corporate.txt
L26000175842,"AERONOBLE AVIATION CARE, LLC",A,FLAL,7300 NW 2ND ST,,PEMBROKE PINES,,33024,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,GONZALEZ            JUAN SEBASTIAN,,,,,20260403_corporate.txt
M26000005232,"VOLTEDGE ELECTRIC FL, LLC",A,FORL,"14231 SEAWAY ROAD,STE F9",,GULFPORT,,39503,04022026,413329958,C T CORPORATION SYSTEM,PLANTATION,FL,AUTH,MORRISON            PETE,AUDT,OAKES               TINA,,,20260403_corporate.txt
L26000175852,"BAKNACTION HEALTH, LLC",A,FLAL,1848 EAGLES POINT,,APOPKA,,32712,03252026,,INC AUTHORITY RA,ORLANDO,FL,MGR,KALISH              BRUCE,,,,,20260403_corporate.txt
P26000017552,CAMARA & GONZALEZ CORP,A,DOMP,3961 NW 173RD TERRACE,,MIAMI GARDENS,,33055,03282026,,CAMARA LEAL         ELDYS,MIAMI GARDENS,FL,P,CAMARA LEAL         ELDYS,,,,,20260403_corporate.txt
L26000175862,AF GARAGE DOORS LLC,A,FLAL,20531 SW 116TH RD,,MIAMI,,33189,04022026,,FARINAS             ADRIAN        A,MIAMI,FL,AMBR,FARINAS             ADRIAN        A,,,,,20260403_corporate.txt
L26000175872,COASTAL 105 HOLDINGS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175882,"DESTINY INTELLIGENCE, LLC",A,FLAL,2100 LAKE EUSTIS DRIVE,,TAVARES,,32778,04022026,,"SHUFFIELD, LOWMAN & WILSON, P.A.",ORLANDO,FL,MGR,RUGGIE              THOMAS        H,,,,,20260403_corporate.txt
L26000175892,G NOVUS LLC,A,FLAL,3112 SPANISH WELLS DRIVE,APT D,DELRAY BEACH,,33445,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,NITIPRAPRAS         GEORGIA,,,,,20260403_corporate.txt
L26000175902,"YOUNG BIO, LLC",A,FLAL,820 S BOULEVARD,,TAMPA,,33606,03262026,,YOUNG               TERESA,TAMPA,FL,CEO,YOUNG               TERESA,,,,,20260403_corporate.txt
L26000175912,"HIGH HEAT CONSULTING, LLC",A,FLAL,1600 E. 8TH AVENUE,SUITE A200,TAMPA,,33605,03262026,,RODRIGUEZ           LENNY          ESQ.,TAMPA,FL,MGR,RODRIGUEZ           LENNY          ESQ.,,,,,20260403_corporate.txt
L26000175922,ALL THINGS PRETTY ONLINE LLC,A,FLAL,7811 NW 2ND CT,,MIAMI,,33150,03262026,,MATOS               MAIRELYS,MIAMI,FL,,,,,,,20260403_corporate.txt
N26000004572,"AUSTIN & TRYSTEN CAREY RANCH CONSERVATION FOUNDATION, INC",A,DOMNP,44025 JEFFREY RD,,DELAND,,32720,03302026,,CAREY               DIANA,DELAND,FL,P,CAREY               DIANA         L,VP,CAREY               CHAD          E,SEC,COWEN               CHRISTINE,20260403_corporate.txt
L26000175932,TURNKEY RENTAL PROPERTIES LLC,A,FLAL,7301 52ND DR E,,BRADENTON,,34203,03262026,,BRANCA              JENNIE        E,BRADENTON,FL,AMBR,BRANCA              JENNIE        E,,,,,20260403_corporate.txt
L26000175942,3 SEAS LLC,A,FLAL,13 D STREET,,SAINT AUGUSTINE,,32080,04032026,,INGOLDSBY           DAVID,ST.JOHNS,FL,MGR,INGOLDSBY           DAVID,MGR,INGOLDSBY           PATRICK,MGR,SUTTON              CHRIS,20260403_corporate.txt
L26000175952,TRANSBOL LLC,A,FLAL,1235 PROVIDENCE BLVD,STE R,DELTONA,,32725,03262026,,HERRERA FERNANDEZ   ALEX          A,DELTONA,FL,AMBR,HERRERA FERNANDEZ   ALEX          A,,,,,20260403_corporate.txt
L26000175962,CARPS HEALTH AND LIFE INSURANCE LLC,A,FLAL,6714 HIGHLANDS CREEK LOOP,,LAKELAND,,33813--189,03262026,,CARPENTIER          JOSHUA        E,LAKELAND,FL,MGR,CARPENTIER          JOSHUA        E,,,,,20260403_corporate.txt
L26000175972,XLC LLC,A,FLAL,14241 SW 129TH CT,,MIAMI,,33186,04012026,,LIU                 CODY,MIAMI,FL,MGR,LIU                 CODY,AP,XU                  CHLOE,,,20260403_corporate.txt
L26000175982,FOP PROPERTIES LLC,A,FLAL,4944 MAPLE PARK ST,,ORLANDO,,32811,03262026,,VICENTIN GUIDIO     CRISTIANE     B,ORLANDO,FL,MGRM,VICENTIN GUIDIO     CRISTIANE     B,MGRM,MANETI GUIDI        EVANDRO,,,20260403_corporate.txt
L26000175992,"DIPZILLA TRADING, LLC",A,FLAL,400 N TAMPA ST STE 1550 #806843,,TAMPA,,33602,03262026,,PRETE               EVE,MALABAR,FL,AMBR,DUNCAN              JULIA         M,,,,,20260403_corporate.txt
L26000176002,JK VENTURES GROUP LLC,A,FLAL,3156 GREY MOSS DRIVE,,SAINT CLOUD,,34773,03262026,,KRAHL               MELISSA       L,SAINT CLOUD,FL,MGR,JOHNSON             BRIAN,MGR,KRAHL               MELISSA       L,,,20260403_corporate.txt
L26000176012,"NOI INSIEME, LLC",A,FLAL,10118 NW 33RD ST,APT 118,CORAL SPRINGS,,33065,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR,CERUZZI             JENNYS,MGR,CERUZZI             MATTHEW,,,20260403_corporate.txt
L26000176022,"FULLCLIP ENTERPRISES, LLC",A,FLAL,3129 PAUL FRANKLIN LN,,LORIDA,,33857,03262026,,INC AUTHORITY RA,ORLANDO,FL,MGR,DATEMA              CRAIG,,,,,20260403_corporate.txt
L26000176032,"CLINICEASE MEDICAL CODING & REVENUE, LLC",A,FLAL,10761 SW 150TH TERRACE,,MIAMI,,33176,03262026,,REYES               CAROLINA,MIAMI,FL,P,REYES               CAROLINA,,,,,20260403_corporate.txt
L26000176042,"692 SILVER BIRCH, LLC",A,FLAL,2390 TARPON RD,,NAPLES,,34102,04032026,,"GALBRAITH WEATHERBIE STATUTORY AGENT, LLC",NAPLES,FL,MGR,PALAZZOLO           ROCCO,MGR,PALAZZOLO           LISA,,,20260403_corporate.txt
L26000176052,"THE ANDROMEDA COLLECTION, LLC",A,FLAL,25910 SIERRA CENTER BLVD.,UNIT 307,LUTZ,,33559,03262026,,"METROPOLITAN LAW GROUP, PLLC",LUTZ,FL,MGM,TAPP                MORGAN,,,,,20260403_corporate.txt
L26000176062,POSH LADY CHAMPAIGN LLC,A,FLAL,307 SW 5TH ST,2206,FT LAUDERDALE,,33315,04012026,,KOC                 JASMINE,FT LAUDERDALE,FL,,,,,,,20260403_corporate.txt
L26000176072,S&S GLOBAL INVESTMENTS LLC,A,FLAL,20900 NE 30TH AVENUE,SUITE 714,AVENTURA,,33180,03262026,,SAME MONTERO        YANIESKY,AVENTURA,FL,MGR,SAME MONTERO        YANIESKY,MGR,RODRIGUEZ SOSA      SUSANA,,,20260403_corporate.txt
L26000176082,GOLDEN COMMUNITY CENTER LLC,A,FLAL,206 N GLEN AVE,,TAMPA,,33609,03262026,,MILLARES            JENNY,TAMPA,FL,MGR,MILLARES            JENNY,MGR,RETUERTO            YENIS         M,,,20260403_corporate.txt
L26000176092,AHAVA MEDICAL CENTER LLC,A,FLAL,5911 NW 173RD DR UNIT 14,,HIALEAH,,33015,04022026,415285193,ALOMA               DAYMA,HIALEAH,FL,AMBR,ALOMA               DAYMA,,,,,20260403_corporate.txt
L26000176102,ONECORE SERVICES LLC,A,FLAL,8560 N SHERMAN CIRCLE,APT 205 BLDG 10,MIRAMAR,,33025,04022026,,DEHANEY             DWIGHT,MIRAMAR,FL,AMBR,DEHANEY             DWIGHT,MGR,DEHANEY             DWIGHT,,,20260403_corporate.txt
P26000017562,"FASTENERS TOOLS AND MORE, CORP.",A,DOMP,"8920 SOUTHWEST 199TH STREET,",,CUTLER BABY,,33157,04022026,,"SPIEGEL & UTRERA, P.A.",MIAMI,FL,D,WAGOR               FRITZ,PRES,WAGOR               FRITZ,SEC,WAGOR               NATHALIE,20260403_corporate.txt
M26000005242,CAPACITOR WIND ENERGY NORTH AMERICA LLC,A,FORL,"1 TOWER CENTER BLVD., FL 21",,EAST BRUNSWICK,,08816,04022026,,CORPORATION SERVICE COMPANY,TALLAHASSEE,FL,MBR,"CAPACITOR SUBSIDARY GUARANTOR, LLC",,,,,20260403_corporate.txt
L26000176112,REGAIN INVESTMENTS LLC,A,FLAL,30674 CHESAPEAKE BAY DR,,WESLEY CHAPEL,,33543,03262026,,ABUOLIEM            ABDALLAH,WESLEY CHAPEL,FL,MGR,ABUOLIEM            ABDALLAH,,,,,20260403_corporate.txt
L26000176122,ELEVATE COLUMBIA LLC,A,FLAL,15257 AMBERLY DR,#433,TAMPA,,33647,03262026,,MILLER              JAMES         A,PUNTA GORDA,FL,MGR,MILLER              JAMES         A,,,,,20260403_corporate.txt
L26000176132,INVESTMENTS VJMJ LLC,A,FLAL,6822 NW 166TH TER,705,MIAMI LAKES,,33014,03262026,,CORDERO MANJARREZ   HODALYS,MIAMI LAKES,FL,AMBR,CORDERO MANJARREZ   HODALYS,,,,,20260403_corporate.txt
L26000176142,JC EXOTICS LLC,A,FLAL,1257 CASCADES AVE,,DAVENPORT,,33837,03262026,,CARMONA CASTANO     PAULO         S,DAVENPORT,FL,MGR,CARMONA CASTANO     PAULO         S,,,,,20260403_corporate.txt
L26000176152,ALLAYTH TRANSPORT LLC,A,FLAL,6615 BAYSTON HILL PL,,ZEPHYRHILLS,,33541,03262026,,AL KHAFAJI          GHAITH,ZEPHYRHILLS,FL,AMBR,AL KHAFAJI          GHAITH,,,,,20260403_corporate.txt
L26000176162,PHOENIX BOAT GROUP LLC,A,FLAL,4401 SE COMMERCE AVENUE,,STUART,,34997,03252026,,LUND                DANIEL,STUART,FL,MGR,LUND                DANIEL,SEC,LUND                PETER,,,20260403_corporate.txt
L26000176172,GRAND ARRIVAL TURNKEY LLC,A,FLAL,5 LEE DR,,PALM COAST,,32137,03262026,,RABNER              ANDREW        T,PALM COAST,FL,MGR,ANDREW              RABNER        T,,,,,20260403_corporate.txt
L26000176182,ANCHOR NETWORKING LLC,A,FLAL,2613 STONEGATE DRIVE,,TALLAHASSEE,,32308,04062026,,LOWE                DEAN,TALLAHASSEE,FL,MGR,LOWE                DEAN,,,,,20260403_corporate.txt
L26000176192,JEREMY'S ROLLING EMPIRE LLC,A,FLAL,7 PENINSULA LN,,PALM COAST,,32164,03262026,,JIMENEZ             JEREMY,PALM COAST,FL,AMBR,JIMENEZ             JEREMY,,,,,20260403_corporate.txt
L26000176202,LUXE ATELIER LLC,A,FLAL,11265 BISCAYNE BLVD,UNIT 705,MIAMI,,33181,03262026,,RUIZ                FERNANDA,MIAMI,FL,MGR,ROSSONI PISANI      LARISSA,,,,,20260403_corporate.txt
L26000176212,"325 BERKELEY, LLC",A,FLAL,3181 SKYWAY CIRCLE,,MELBOURNE,,32934,03262026,,WELSH               PHILLIP       J,MELBOURNE,FL,MGR,"MWP HOLDINGS, LLC",,,,,20260403_corporate.txt
L26000176222,AUBURNDALE CUSTARD SOUTH LLC,A,FLAL,10345 ATWATER BAY DRIVE,,WINTER GARDEN,,34787,04022026,,DEVINE              NATHAN,WINTER GARDEN,FL,MGR,DEVINE              NATHAN,MGR,HUNT                SCOTT,MGR,HUNT                DANIEL,20260403_corporate.txt
L26000176232,"SCADIANT, LLC",A,FLAL,2022 TALLY RD,STE 1,LEESBURG,,34748,03262026,,REGISTERED AGENTS INC,ST PETERSBURG,FL,MGR,MANNING             MARCEL        P,,,,,20260403_corporate.txt
L26000176242,CAMPO INSTALLATION & SERVICES LLC,A,FLAL,912 NE 19TH STREET,,CAPE CORAL,,33909,03312026,,CAMPO GIRO          YORDENIS,CAPE CORAL,FL,MGR,CAMPO GIRO          YORDENIS,,,,,20260403_corporate.txt
